OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,holc_grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line ,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
11,Polygon,5,159,AZ,Phoenix, ,B6,B,8490,"{ ""1"" : ""This section, lying without the city limits, has a large number of smaller homes of the modest class of people, ranging in price from $1,200 to $2,500. There is room for much development and indications are that there will be some building in th",3.540982,70.51073,0.676492,1.705944,52.927774,21.693129,26.305668,73.694325,0.225248,64.719082,35.28091,98.369221,1.630772,94.383369,0.077816,0.000373,0
12,Polygon,7,160,AZ,Phoenix, ,B7,B,8486,"{ ""1"" : ""This area lies outside the city limits, and, while it is considered a good residential section, the security hardly compares with that of adjoining B-4. Modest homes, ranging from $1,200 to $2,250, in this area are occupied by suburban dwellers",1.267799,82.728801,7.97033,6.195385,1.473524,5.381761,35.745289,64.254709,0,74.980236,25.019762,99.999998,0,96.985889,0.06559,0.000173,1
13,Polygon,5,161,AZ,Phoenix, ,B8,B,8483,"{ ""1"" : ""This area is sparsely settled, but contains a few good homes and some of the cheaper type. It is outside the city limits, and the district will likely see some development in the near future and its value may be enhanced by reason of the exclusi",1.267799,82.728801,7.97033,6.195385,1.473524,5.381761,35.745289,64.254709,0,74.980236,25.019762,99.999998,0,96.985889,0.064021,0.00016,1
14,Polygon,4,162,AZ,Phoenix, ,C1,C,8475,"{ ""1"" : ""This area is only partially developed. It has several advantages of the in-town sections, including sewer, water, gas, etc., but of course does not have the restrictions of the city proper. Suburban dwellers occupy this area in houses ranging in",1.267799,82.728801,7.97033,6.195385,1.473524,5.381761,35.745289,64.254709,0,74.980236,25.019762,99.999998,0,96.985889,0.12239,0.000352,1
15,Polygon,6,163,AZ,Phoenix, ,C2,C,8485,"{ ""1"" : ""This is one of the older residential sections of Phoenix, and is declining because of obsolescence and business encroachment. Houses in this section are as old as forty years, but the property is readily rentable because of the proximity to the",4.563051,79.991445,1.113518,7.314371,14.774794,3.654656,70.236292,29.763719,0.033062,63.905792,36.094218,100.000011,0,62.39875,0.080676,0.000109,1
16,Polygon,3,164,AZ,Phoenix, ,C3,C,8489,"{ ""1"" : ""This is known as Churchill Addition. Although this area has reached its peak as to values and is declining as a choice residential section, it nevertheless has many advantages, such as school facilities and proximity to the business district. Th",3.540982,70.51073,0.676492,1.705944,52.927774,21.693129,26.305668,73.694325,0.225248,64.719082,35.28091,98.369221,1.630772,94.383369,0.062131,0.000157,0
17,Polygon,4,165,AZ,Phoenix, ,C4,C,8493,"{ ""1"" : ""This is Capitol Addition. Restrictions imposed more than twenty-five years ago have expired. The area has an advantage because of the location of the State Capitol, but has reached its peak in development. Houses therein are as old as forty year",4.298978,64.5575,1.373896,0.986968,77.681221,33.023961,35.337481,63.191623,10.773026,81.632471,16.896632,94.530766,3.998338,77.304114,0.063483,0.000164,0
18,Polygon,2,166,AZ,Phoenix, ,D1,D,8492,"{ ""1"" : ""This small area, situated near railroad shops and industrial development is old and contains a very poor security. It is occupied entirely by working people."" }",4.298978,64.5575,1.373896,0.986968,77.681221,33.023961,35.337481,63.191623,10.773026,81.632471,16.896632,94.530766,3.998338,77.304114,0.029901,0.00005,0
19,Polygon,3,167,AZ,Phoenix, ,D2,D,8494,"{ ""1"" : ""This is an old section of Phoenix, adjacent to the business and industrial sections of the city, occupied entirely by a poor class of working people. The security is ragged."" }",4.298978,64.5575,1.373896,0.986968,77.681221,33.023961,35.337481,63.191623,10.773026,81.632471,16.896632,94.530766,3.998338,77.304114,0.043785,0.000069,0
20,Polygon,2,168,AZ,Phoenix, ,D3,D,8496,"{ ""1"" : ""This section, adjoining the railroad station and yards, is a semi-industrial section, with very poor houses. Negroes, Mexicans and different classes of foreigners are rapidly occupying this area."" }",16.5948,47.767674,5.599069,2.541696,62.131782,31.57707,46.273503,53.726492,0.86575,76.425551,23.574445,96.902122,3.097874,96.388209,0.041843,0.000067,0
21,Polygon,4,169,AZ,Phoenix, ,D4,D,8495,"{ ""1"" : ""This section, lying outside the city limits, is very ragged, occupied by Mexicans, Negroes and the low class of white people. There is no sale for property herein."" }",4.298978,64.5575,1.373896,0.986968,77.681221,33.023961,35.337481,63.191623,10.773026,81.632471,16.896632,94.530766,3.998338,77.304114,0.086834,0.000273,0
22,Polygon,3,170,AZ,Phoenix, ,D5,D,8498,"{ ""1"" : ""This wide area, all outside the city limits, is occupied by low salaried working people, but the district has suffered no encroachment by Negroes, Mexicans, etc. Most of the houses therein are small frame houses, but the surroundings are well ke",7.090861,56.843396,4.681807,0.103847,68.882824,29.127906,18.792701,71.057824,6.084569,65.166078,24.684448,75.146474,14.704052,72.531474,0.113336,0.000504,0
23,Polygon,2,171,AZ,Phoenix, ,D6,D,8499,"{ ""1"" : ""In the Negro section are some very good homes, considering their occupancy by colored people. Other houses in the area are cheap. There is within this area a mixed occupancy, including Mexicans, foreigners, etc."" }",7.090861,56.843396,4.681807,0.103847,68.882824,29.127906,18.792701,71.057824,6.084569,65.166078,24.684448,75.146474,14.704052,72.531474,0.081477,0.000187,0
24,Polygon,4,172,AZ,Phoenix, ,D7,D,8491,"{ ""1"" : ""This area, outside the city limits, contains a number of reasonably good small homes of working people, but is without prospects of development."" }",3.540982,70.51073,0.676492,1.705944,52.927774,21.693129,26.305668,73.694325,0.225248,64.719082,35.28091,98.369221,1.630772,94.383369,0.046663,0.000106,0
25,Polygon,2,173,AZ,Phoenix, ,D8,D,8497,"{ ""1"" : ""This area resembles D-3 in every respect, being occupied largely by Mexicans, Negroes, and the lower classes of white working people. The security is old and poor. The area suffers from its proximity to the railroad yards and other industrial de",7.090861,56.843396,4.681807,0.103847,68.882824,29.127906,18.792701,71.057824,6.084569,65.166078,24.684448,75.146474,14.704052,72.531474,0.025341,0.000028,0
26,Polygon,3,174,CA,Fresno, ,A1,A,604,"{ ""1"" : ""This is the best residential district in the city and is occupied by business and professional men with incomes ranging from about $2,500 to $8,000 a year. It is comprised of houses ranging in cost from $4,500 to $12,000 and ranging in age from",2.04538,89.682797,0.793567,1.576609,20.719367,14.024123,75.334586,24.665418,0,94.011725,5.988278,100.000004,0,89.524278,0.033319,0.000039,1
27,Polygon,2,175,CA,Fresno, ,A2,A,605,"{ ""1"" : ""This small area stands out definitely from the solid “blue” area, “B-2”, and its boundaries are well defined, as indicated on the map. It is occupied by business and professional men with income ranging from about $4,000 to $12,000. The",0.42796,79.457917,0,1.854494,54.065621,8.118081,44.649446,55.350554,0,100,0,100,0,100,0.014593,0.00001,1
28,Polygon,2,176,CA,Fresno, ,B1,B,608,"{ ""1"" : ""This is an area comprised entirely of new houses or houses under construction, the future of which is very hard to determine. One builder is developing this little section, and on it has completed two houses, costing approximately $15,000 apiece",9.847199,77.309662,0.690758,1.563384,40.298087,7.695544,63.103264,36.896742,0,96.655123,3.344883,99.707137,0.292869,99.781634,0.025889,0.000033,1
29,Polygon,6,177,CA,Fresno, ,B2,B,8034,"{ ""1"" : ""This area is a very good residential district. The homes are fairly uniform, the population is stable and substantial, educational facilities excellent, and transportation to the business district of the best. It is occupied for the most part by",2.04538,89.682797,0.793567,1.576609,20.719367,14.024123,75.334586,24.665418,0,94.011725,5.988278,100.000004,0,89.524278,0.106311,0.000181,1
30,Polygon,4,178,CA,Fresno, ,B3,B,615,"{ ""1"" : ""This area is a comparatively new sub-division known as Sierra Vista. It is occupied by small business men, wage earners, and artisans, whose incomes range from $1,200 to $2,500 a year. The houses are of generally uniform construction, most of th",1.6912,58.46312,0.81592,10.623499,80.455923,31.691081,41.575964,58.424045,0.171837,84.158111,15.841898,99.880017,0.119992,96.036968,0.098458,0.000108,1
31,Polygon,4,179,CA,Fresno, ,B4,B,619,"{ ""1"" : ""Although the residential trend is north, this area is one of the most stable residential districts in the city. It is occupied largely by business and professional men whose incomes range from $3,000 to $12,000. The area, with the exception of o",2.128793,68.673954,0.149499,3.0247,77.320147,28.640089,59.452744,40.54726,0,94.688987,5.311016,98.702141,1.297862,93.758698,0.04797,0.000066,0
32,Polygon,2,180,CA,Fresno, ,B5,B,606,"{ ""1"" : ""\""B-5\"", like \""B-4\"", is one of the older uniform neighborhoods (average age of improvements being not quite so old as \""B-4\""), containing a stable and substantial population of business and professional men for the most part. However, the inc",0.966632,45.517129,0.398025,19.020922,72.998315,36.113966,33.507273,66.492721,0,75.297358,24.702636,98.275792,1.724202,93.242785,0.015871,0.000016,0
33,Polygon,3,181,CA,Fresno, ,C1,C,629,"{ ""1"" : ""This area separates the best residential neighborhood on the north side of Fresno from the popular new suburban residential sub-division known as Fig Gardens. It includes sections on both sides of the main line railroad running northwesterly thr",0,62.897196,0,4.299065,64.485981,6.873614,32.372506,67.627494,0,62.985685,37.014315,100,0,92.462312,0.020257,0.000023,1
34,Polygon,3,182,CA,Fresno, ,C2,C,610,"{ ""1"" : ""This area is considered a fairly desirable place in which to live. The improvements vary a good deal in cost of construction, ranging from $2,500 to $6,000. The average age is 20 years, ranging from 10 to 30 years. The houses are of frame and fr",1.483084,71.969233,1.826232,1.953599,47.530078,13.792944,45.162214,54.837782,0,96.093723,3.906273,99.033904,0.966092,97.488346,0.078968,0.000223,0
35,Polygon,7,183,CA,Fresno, ,C3,C,607,"{ ""1"" : ""This is an area which is occupied for the most part by “white-collared” workers and business men with incomes ranging from $1,500 to $3,000 a year. The houses average about 18 years in age (with the exception of the narrow strip running nort",2.04538,89.682797,0.793567,1.576609,20.719367,14.024123,75.334586,24.665418,0,94.011725,5.988278,100.000004,0,89.524278,0.122801,0.00017,1
36,Polygon,8,184,CA,Fresno, ,C4,C,612,"{ ""1"" : ""In this large area are all kinds of residential structures. It is an old residential part of the city where the houses range from new ones to some 50 years old and range in cost from $1,500 to $20,000. Quite a number of the larger old houses hav",1.483084,71.969233,1.826232,1.953599,47.530078,13.792944,45.162214,54.837782,0,96.093723,3.906273,99.033904,0.966092,97.488346,0.209393,0.000714,0
37,Polygon,4,185,CA,Fresno, ,C5,C,614,"{ ""1"" : ""“C-5” is the hatched area in the northeasterly part of the city, occupied by American white laborers and artisans whose incomes range from about $900 to $1,200 a year. The houses already built average in age about 7 years, ranging from new h",1.6912,58.46312,0.81592,10.623499,80.455923,31.691081,41.575964,58.424045,0.171837,84.158111,15.841898,99.880017,0.119992,96.036968,0.103788,0.000237,1
38,Polygon,2,186,CA,Fresno, ,C6,C,624,"{ ""1"" : ""This area is in general like “C-1”. However, the people living here are mostly part of a colony of Seventh Day Adventists, having their own school. Inasmuch as the people form sort of a unit, sales, potentialities are limited. The neighborho",1.568218,54.079345,6.229306,10.871292,67.643552,50.599453,40.878896,59.121105,1.338838,61.613544,38.386458,99.924997,0.075005,99.870228,0.024132,0.000025,1
39,Polygon,3,187,CA,Fresno, ,C7,C,627,"{ ""1"" : ""This large area, almost divided by areas “D-4” and “D-5”, is occupied by laborers, tradesmen, and a few “white-collar” workers, with incomes ranging from $600 to $2,000. The population is approximately 30% foreign born, 50% people of",23.725635,48.462836,0.205192,3.363584,64.725908,44.084685,34.842274,65.157721,0.157664,83.89301,16.106985,98.52943,1.470565,95.820362,0.108028,0.000259,0
40,Polygon,2,188,CA,Fresno, ,C8,C,622,"{ ""1"" : ""This is an area which was sub-divided 20 years ago with low-priced lots for low-priced houses. It is now occupied by workers employed in the fruit packing houses, laborers, and a very few “white-collar” workers, whose incomes range from $600",2.619895,71.817352,0.777542,2.675995,79.870355,29.980515,60.17981,39.820195,17.96479,89.589019,10.410986,100.000005,0,98.113596,0.030201,0.000051,1
41,Polygon,6,189,CA,Fresno, ,C9,C,616,"{ ""1"" : ""This area includes that “yellow” portion north of “C-8” and surrounding the small “blue” area, “B-5”, the hatched area to the east and the “solid yellow” portion north of Ventura Boulevard and east of the County Hospital. The",1.6912,58.46312,0.81592,10.623499,80.455923,31.691081,41.575964,58.424045,0.171837,84.158111,15.841898,99.880017,0.119992,96.036968,0.124459,0.000225,1
42,Polygon,3,190,CA,Fresno, ,D1,D,609,"{ ""1"" : ""This area is located on the north side of Fresno but is separated form the best and most popular sections by a main line railroad running northwest. The area is level and is occupied by American whites entirely, most of whom are laborers and art",0,62.897196,0,4.299065,64.485981,6.873614,32.372506,67.627494,0,62.985685,37.014315,100,0,92.462312,0.035313,0.000061,1
43,Polygon,3,191,CA,Fresno, ,D2,D,613,"{ ""1"" : ""This is a section in which American white laborers live whose incomes range from $600 to $1,200. The properties are generally not well-kept, and for the most part the improvements are of very poor construction. Many of the houses are little bett",6.85219,54.327453,1.383563,7.999485,71.024878,40.212921,23.667459,76.332552,0.000412,81.917703,18.082308,98.02632,1.973691,93.850542,0.043427,0.000093,0
44,Polygon,2,192,CA,Fresno, ,D3,D,625,"{ ""1"" : ""This area comprises two small sections on either side of “C-6”. The part in solid “red” are occupied by laborers and small wage earners making from $900 to $1500 per year, and the properties, most of which are cheap, reflect little pride",1.568218,54.079345,6.229306,10.871292,67.643552,50.599453,40.878896,59.121105,1.338838,61.613544,38.386458,99.924997,0.075005,99.870228,0.024136,0.000016,1
45,Polygon,2,193,CA,Fresno, ,D4,D,626,"{ ""1"" : ""This large “red” area contains the most mixed population of any part of the City of Fresno. In it are found Japanese, Chinese, negroes, uneducated Italians, and a few representatives of several other races. Most of these people are laborers",23.725635,48.462836,0.205192,3.363584,64.725908,44.084685,34.842274,65.157721,0.157664,83.89301,16.106985,98.52943,1.470565,95.820362,0.083646,0.00021,0
46,Polygon,2,194,CA,Fresno, ,D5,D,628,"{ ""1"" : ""The solid “red” part of this area is about 75% built up and is occupied by laborers entirely, whose incomes range from as low as $500 to $1,200 per year. The occupants are a mixture of races—viz, Mexicans, uneducated Germans, Russians, and",23.725635,48.462836,0.205192,3.363584,64.725908,44.084685,34.842274,65.157721,0.157664,83.89301,16.106985,98.52943,1.470565,95.820362,0.059945,0.000138,0
47,Polygon,1,195,CA,Fresno, ,D6,D,623,"{ ""1"" : ""This area, which is entirely surrounded by the business district of Fresno, is about 85% occupied by Armenians, most of whom are uneducated. It is claimed that this is the least desirable type of Armenian, the educated group being found in other",12.98537,41.112827,3.258684,0.540313,58.482582,53.67538,17.429201,82.570794,0,64.856977,35.143018,99.049824,0.950172,99.999996,0.026185,0.000035,0
48,Polygon,3,196,CA,Fresno, ,D7,D,620,"{ ""1"" : ""This small area, while still zoned residential, is hemmed in on three sides by railroad yards, with their attendant industries. While there are a few Armenians in this district, most of the residents are American white laborers and wage earners",2.128793,68.673954,0.149499,3.0247,77.320147,28.640089,59.452744,40.54726,0,94.688987,5.311016,98.702141,1.297862,93.758698,0.015343,0.000013,0
49,Polygon,1,197,CA,Fresno, ,D8,D,617,"{ ""1"" : ""In this area the houses range in cost from about $500 to $2,500. The building in the area is scattered and on the whole shows little pride of ownership, the houses, on one extreme, being simply shacks and, on the other extreme, some rather neat,",0.412185,62.792124,5.173645,9.509594,81.41059,54.959935,19.465569,80.534424,0.08674,44.025127,55.974866,99.992757,0.007237,97.564584,0.043241,0.000068,1
50,Polygon,2,198,CA,Los Angeles, ,A1,A,7761,"{ ""2p"" : ""-- N/A"", ""2g"" : ""-- N/A"", ""1c"" : ""0 --"", ""2o"" : ""Good N/A"", ""2h"" : ""N/A N/A 5000-7500 and up N/A"", ""2i"" : ""N/A 1939 5000-7500 and up N/A N/A"", ""2m"" : ""N/A N/A No record of rentals N/A"", ""2d"" : ""Good N/A"", ""2c"" : ""2 years N/A"", ""2a"" : ""5, 6 & 7",3.012802,84.665033,0.0345,5.328174,8.832681,7.723635,65.571542,34.428463,0.24017,72.420186,27.579819,99.803881,0.196124,93.276456,0.136345,0.000336,1
51,Polygon,4,199,CA,Los Angeles, ,A10,A,7775,"{ ""71"" : ""7-1938"", ""8"" : ""Terrain: Level with favorable grades. No construction hazards. Land improved 40%. Deed restrictions provide good coverage and protection against racial hazards. Good school facilities and churches are conveniently available. Tra",2.327453,78.990564,0.652462,5.396637,19.623464,8.956633,77.879897,22.120108,0,91.833129,8.166877,100.000005,0,88.930079,0.069442,0.000181,1
52,Polygon,3,200,CA,Los Angeles, ,A11,A,7808,"{ ""1e"" : ""None apparent"", ""1a"" : ""N/A Rapidily N/A"", ""2l"" : ""Not a rental district N/A"", ""2"" : ""85 5"", ""2a"" : ""5 rooms 6, 7 and 8 rooms"", ""2b"" : ""N/A Frame, stucco and masonry"", ""2m"" : ""N/A N/A Not a rental district N/A"", ""2c"" : ""3 years N/A"", ""2d"" : ""N/",1.864802,57.104926,0.164382,20.661576,31.490137,4.186073,80.041767,19.958227,0,94.687764,5.31223,99.999994,0,90.525675,0.04309,0.00006,1
53,Polygon,5,201,CA,Los Angeles, ,A12,A,8025,"{ ""8"" : ""Terrain: Rolling to hillside and hilltop. Very rugged with many construction hazards. Land improved; 20% unhatched part; 5% hatched portion. Homesites usually run into acreage. Highly deed restricted, both as to improvements and population. Conv",2.006422,73.778939,0.40744,11.885271,15.930666,2.613923,91.543622,8.456373,0,89.408258,10.591737,99.973575,0.026421,95.323584,0.124198,0.000259,1
54,Polygon,3,202,CA,Los Angeles, ,A13,A,7608,"{ ""4a"" : ""0"", ""3"" : ""6-9 rooms $6000-$10000 and up 50 Owner built"", ""2p"" : ""Static to down Down"", ""2"" : ""60 35"", ""2o"" : ""Poor Fair"", ""2n"" : ""N/A 1939 50-75 65-90 N/A"", ""2m"" : ""50-75 N/A 65-90 N/A"", ""2l"" : ""45-70 60-75"", ""0"" : ""Los Angeles County"", ""2k"" :",2.006422,73.778939,0.40744,11.885271,15.930666,2.613923,91.543622,8.456373,0,89.408258,10.591737,99.973575,0.026421,95.323584,0.071991,0.000133,1
55,Polygon,6,203,CA,Los Angeles, ,A14,A,7797,"{ ""2h"" : ""N/A 9000-25000 and up N/A 7000-10000"", ""1a"" : ""Moderately N/A N/A"", ""10"" : """", ""1d"" : ""0"", ""0"" : ""Los Angeles County"", ""1e"" : ""None apparent"", ""2"" : ""40 60"", ""2a"" : ""8 rooms and up 6 and 7 rooms"", ""2b"" : ""Frame, stucco and masonry Frame, stucco",0.400931,34.714616,0,61.009044,9.550801,8.404012,82.313055,17.686931,0.36283,93.532919,6.467067,95.807407,4.192579,96.776499,0.123677,0.000263,0
56,Polygon,8,204,CA,Los Angeles, ,A15,A,7796,"{ ""5a"" : ""0"", ""2h"" : ""N/A 7500-11500 N/A N/A"", ""2l"" : ""Not a rental neighborhood N/A"", ""2i"" : ""7500-12500 and up N/A N/A 1939 N/A"", ""2k"" : ""N/A Static"", ""2j"" : ""Good N/A"", ""5b"" : ""0"", ""6"" : ""Ample within limits"", ""1a"" : ""N/A N/A Moderately"", ""1b"" : ""Busi",0.400931,34.714616,0,61.009044,9.550801,8.404012,82.313055,17.686931,0.36283,93.532919,6.467067,95.807407,4.192579,96.776499,0.164794,0.000377,0
57,Polygon,8,205,CA,Los Angeles, ,A16,A,7840,"{ ""2"" : ""95 N/A"", ""0"" : ""Los Angeles County"", ""10"" : """", ""1a"" : ""Slowly N/A N/A"", ""1b"" : ""Retired capitalists and big business and profesional men, high executives. Income $50000 and up"", ""8"" : ""Terrain rolling to hillside and hilltop covered with large",0.400931,34.714616,0,61.009044,9.550801,8.404012,82.313055,17.686931,0.36283,93.532919,6.467067,95.807407,4.192579,96.776499,0.18862,0.000333,0
58,Polygon,4,206,CA,Los Angeles, ,A17,A,7873,"{ ""2c"" : ""N/A 8 years"", ""2e"" : ""N/A 99%"", ""2d"" : ""Good N/A"", ""72"" : ""49.49"", ""71"" : ""7-1938"", ""6"" : ""Ample within limits"", ""5b"" : ""0"", ""5a"" : ""0"", ""2f"" : ""99% N/A"", ""4a"" : ""0"", ""4b"" : ""0"", ""2b"" : ""N/A Frame, stucco and masonry"", ""2a"" : ""Town house mansio",0.400931,34.714616,0,61.009044,9.550801,8.404012,82.313055,17.686931,0.36283,93.532919,6.467067,95.807407,4.192579,96.776499,0.059012,0.000072,0
59,Polygon,4,207,CA,Los Angeles, ,A18,A,7812,"{ ""2l"" : ""Very sparse in 1935 N/A"", ""1d"" : ""0"", ""1e"" : ""None apparent"", ""10"" : """", ""1a"" : ""N/A N/A Rapidly"", ""8"" : ""Terrain level with favorable grades. No construction hazards. Land improved 70%. Deed restrictions are ample and are enforced. Convenience",1.044087,36.112328,0.308544,43.844518,21.483497,4.397964,83.715915,16.284089,0,94.666703,5.333301,99.055955,0.944048,96.411371,0.089409,0.000236,0
60,Polygon,3,208,CA,Los Angeles, ,A19,A,7804,"{ ""5b"" : ""0"", ""1a"" : ""Rapidly N/A N/A"", ""5a"" : ""0"", ""5"" : ""3"", ""4b"" : ""0"", ""4a"" : ""0"", ""1b"" : ""Business and professional men, movie and other executives, retired capitalists, etc. Income $7500 and up"", ""3"" : ""15 Owner built 7-10 rooms $12500 and up"", ""2p",0.01179,42.696321,0.005413,57.080253,0.144962,10.016468,99.242809,0.757183,0,72.899367,27.100625,99.993636,0.006355,99.901642,0.042688,0.000097,1
61,Polygon,2,209,CA,Los Angeles, ,A2,A,7751,"{ ""5"" : ""3"", ""5a"" : ""None"", ""2j"" : ""Good N/A"", ""2o"" : ""N/A --"", ""2b"" : ""Frame, stucco & masonry N/A"", ""2a"" : ""5-7 room bungalows 8 room bungalows"", ""2"" : ""85 15"", ""2p"" : ""N/A --"", ""2n"" : ""No record of rentals N/A N/A N/A 1939"", ""3"" : ""Readily 5-7 room bu",9.882442,72.998134,0.0679,8.308239,18.492636,13.725919,35.468978,64.53103,0,82.101638,17.89837,99.799829,0.200178,95.244371,0.062902,0.000175,1
62,Polygon,1,210,CA,Los Angeles, ,A20,A,7778,"{ ""4a"" : ""0"", ""8"" : ""Terrain slightly rolling live oak grove with perceptible grade from south to north. No construction hazards. Land improved 35%. Deed restrictions provide for single family structures with a minimum of 200 sq. ft. to be constructed un",1.656857,32.424017,0,51.391172,3.378731,3.934487,89.443372,10.556631,0,92.522863,7.47714,100.000003,0,96.464285,0.040049,0.000086,1
63,Polygon,1,211,CA,Los Angeles, ,A21,A,7777,"{ ""2a"" : ""6-8 rooms N/A"", ""9"" : ""4-28-39 Lower Rancho Santa Anita 1st A-21"", ""1a"" : ""Rapidly  N/A N/A"", ""10"" : """", ""2j"" : ""N/A Fair"", ""2i"" : ""N/A 1939 7500-10000 N/A N/A"", ""2k"" : ""N/A Static"", ""2h"" : ""N/A N/A 7500-10000 N/A"", ""2g"" : ""N/A --"", ""2f"" : ""N/A",0,50.980421,0,45.88323,13.301139,13.185477,90.284465,9.715541,0,96.333806,3.6662,100.000006,0,98.739215,0.036531,0.000068,1
64,Polygon,3,212,CA,Los Angeles, ,A22,A,7794,"{ """" : """" }",1.462452,40.236818,0,49.219061,21.950054,4.755639,47.853109,52.146896,0,85.13991,14.860095,99.592627,0.407379,97.615146,0.027095,0.000044,0
65,Polygon,1,213,CA,Los Angeles, ,A23,A,7822,"{ ""1d"" : ""0"", ""9"" : ""Pomona 5-8-39 A-23 1st-"", ""8"" : ""Terrian: Hillside to hilltop. Some construction hazards. Land improved 20% out of a possile 60%. Deed restrictions run 50 years with provision for renewal. Provides for architectural supervision of pl",8.714973,54.335161,2.190516,7.526846,59.102951,9.778045,75.218006,24.782,9.15171,57.138784,42.861222,100.000006,0,100.000006,0.031055,0.000047,1
