OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,holc_grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line ,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
11,Polygon,8,1138,CT,Hartford, ,B3,B,8430,"{ ""3d"" : ""Good Good "", ""2e"" : ""None"", ""3h"" : "" 12M-50M 12M-50M"", ""3p"" : ""55-90 45-55 "", ""2b"" : ""3,000 and up"", ""3n"" : ""75 50-150 80   1935 40-55"", ""3m"" : ""50-70  60-250"", ""3k"" : ""10M-15M 9M-10M "", ""3f"" : "" 90% 85"", ""3j"" : "" 8M-12M  8M-30M 1937 65 60"", ""2",23.719962,65.891395,0,1.579112,13.085639,33.696524,10.701334,89.298662,0,93.943068,6.056928,56.287582,43.712415,49.299485,0.091529,0.00017,0
12,Polygon,2,1139,CT,Hartford, ,B4,B,8441,"{ ""2f"" : ""None"", ""31"" : ""65%"", ""3h"" : "" 14M-18M 9M-20M"", ""2a"" : ""White Collar"", ""5"" : ""A newer development of attractively designed, singles family homes with an internmingling of some two family and \""boston\"" duplexes. Though plots are small, there are",24.234597,37.750502,0.393288,1.928235,54.702842,15.432112,60.183873,39.816121,0,92.715319,7.284674,98.923346,1.076647,51.480512,0.068804,0.000077,0
13,Polygon,2,1140,CT,Hartford, ,B5,B,8439,"{ ""3m"" : ""All owned 45-60 "", ""3q"" : ""Good  Good"", ""0"" : ""Hartford, Conn."", ""3p"" : ""45-75  40-50"", ""1e"" : ""Stable"", ""2c"" : ""5% Italians"", ""3e"" : ""98  98"", ""2f"" : ""None"", ""1d"" : ""70%"", ""4b"" : ""Ample"", ""2g"" : ""Slowly  "", ""3j"" : ""  80 75% 7.5M-12M 1937 6M-12",88.329468,5.694584,0.022345,0.027682,7.710373,12.256509,64.214619,35.785387,0.072449,91.667359,8.332648,98.248997,1.75101,91.48212,0.132254,0.000369,0
14,Polygon,2,1141,CT,Hartford, ,B6,B,6418,"{ ""2d"" : ""0 No"", ""4b"" : ""Ample"", ""3d"" : "" Good "", ""3j"" : ""1937  6M-10M  60%  "", ""2e"" : ""None"", ""3a"" : ""  6/7 rm sgls"", ""3g"" : ""  2"", ""3n"" : ""80    32.5-50 1935 "", ""5"" : ""Three fairly new and similar areas containing modest sized homes of somewhat varied",30.951262,44.15666,0.745022,4.044768,39.749264,20.373117,33.211289,66.78871,0,79.640644,20.359356,98.779305,1.220694,71.294839,0.039207,0.000028,0
15,Polygon,2,1142,CT,Hartford, ,C1,C,8421,"{ ""3l"" : "" Land only "", ""1d"" : ""50"", ""1c"" : ""Character of development, distance from schools, churches, stores and center of Hartford as well as lack if all city improvements"", ""3f"" : ""90  "", ""1e"" : ""Downward"", ""1b"" : ""Attractiveness of outlook"", ""3d"" :",4.238609,80.102234,0.002953,10.867914,4.720481,4.036519,87.355202,12.644801,0.002927,92.22022,7.779783,99.862728,0.137276,90.689004,0.027912,0.000027,1
16,Polygon,3,1143,CT,Hartford, ,C10,C,6417,"{ ""3o"" : ""22.5-45 55 1937 20-37.5 22.5-55 55 55"", ""2a"" : ""Daily worker"", ""2e"" : ""mixed"", ""2f"" : ""a few"", ""2g"" : ""  "", ""31"" : ""50"", ""32"" : ""45"", ""33"" : ""5"", ""3a"" : ""3 family 5/10 rm sgls 2 family"", ""3b"" : ""Frame Frame Frame"", ""2c"" : ""10% mixed"", ""3c"" : ""U",30.951262,44.15666,0.745022,4.044768,39.749264,20.373117,33.211289,66.78871,0,79.640644,20.359356,98.779305,1.220694,71.294839,0.491046,0.000737,0
17,Polygon,6,1144,CT,Hartford, ,C2,C,8432,"{ ""0"" : ""Hartford, Conn."", ""3c"" : ""12 10 10"", ""32"" : ""30"", ""3p"" : ""25-35 50-60 35-45"", ""3j"" : ""70 70 1937 5.5M-8.5M 85% 8.5M-11M 7.5M-10.5M"", ""3q"" : ""Good Good Good"", ""3o"" : ""25-40 80 80 35-50 90 40-65 1937"", ""2e"" : ""Mixed foreign"", ""1c"" : ""Cheapness of",0.945232,91.417801,0,4.396343,4.5421,2.183659,87.406171,12.593828,0,92.608493,7.391506,99.931829,0.06817,89.180977,0.17958,0.000443,1
18,Polygon,6,1145,CT,Hartford, ,C3,C,8431,"{ ""2g"" : ""  "", ""3h"" : ""14M-176M 12M-16M 10M-15M"", ""3g"" : ""0 0 5"", ""3i"" : ""75 7M-11M 70% 9M-12M 1935 9M-12M 70"", ""1e"" : ""Slowly down"", ""3f"" : ""80 95% 90"", ""3e"" : ""98 99 98"", ""2e"" : ""None"", ""3b"" : ""Frame and brick Frame Frame and brick"", ""3q"" : ""Good Good",5.048123,86.244174,0.183467,3.35148,6.59179,11.251723,50.379999,49.619993,0.843922,89.749265,10.250726,99.999992,0,92.654563,0.018956,0.000022,1
19,Polygon,2,1146,CT,Hartford, ,C4,C,8442,"{ ""3h"" : "" 8.5M-12.5M "", ""3d"" : ""Fair  "", ""3i"" : ""6M-8.5M  70 1935   "", ""3j"" : ""  1937 75%   6.5M-9M"", ""3c"" : ""  15"", ""3k"" : ""6.5M-8M  "", ""3l"" : "" Poor "", ""3b"" : "" Frame "", ""3m"" : ""  50-70"", ""3a"" : ""6/6 rm. sgls.  "", ""3n"" : ""80 35-55  1935   "", ""33"" : """"",16.130119,61.535333,0,15.629651,56.990227,14.596015,19.902697,80.097301,0,84.399498,15.6005,99.998906,0.001092,55.68427,0.058703,0.000141,1
20,Polygon,7,1147,CT,Hartford, ,C5,C,8433,"{ ""3m"" : ""75-125 35-50 50-65"", ""3g"" : ""0 0 0"", ""32"" : ""30"", ""1d"" : ""90%"", ""3h"" : ""10M-50M 14M-17M 12M-17M"", ""3f"" : ""95% 90 90"", ""2g"" : ""  "", ""2c"" : "" 0%"", ""1c"" : ""Age of obsolescence of buildings and trend to apartments in the eastern portion"", ""1b"" : ""C",5.048123,86.244174,0.183467,3.35148,6.59179,11.251723,50.379999,49.619993,0.843922,89.749265,10.250726,99.999992,0,92.654563,0.053577,0.000107,1
21,Polygon,5,1148,CT,Hartford, ,C6,C,8436,"{ ""3q"" : ""Fair Good Good"", ""3i"" : ""7M-10M 8M-10M 7.5M-27M 70 1935 75 70%"", ""3j"" : ""70% 7.5M-27M 70 1937 75 8M-10M 7M-10M"", ""3p"" : ""25-35 30-40 65-75"", ""3n"" : ""80 75 25-40 1935 22.5-35 60-90 80"", ""3h"" : ""11M-14M 10M-14M 10M-40M"", ""3k"" : ""Sacrifice Sacrifi",22.304757,59.104428,0.000109,4.131264,17.367801,22.818227,34.019162,65.980847,0,93.633628,6.366381,98.915305,1.084704,67.132937,0.076019,0.000099,0
22,Polygon,5,1149,CT,Hartford, ,C7,C,8435,"{ ""3f"" : ""85% 85 90"", ""4a"" : ""Limited"", ""5"" : ""An older section of the city which has been developed with an unattractive type of workingmen's home, Two and three family dwellings redominate and tehre are a lesser numner of singles with a scattering of m",22.304757,59.104428,0.000109,4.131264,17.367801,22.818227,34.019162,65.980847,0,93.633628,6.366381,98.915305,1.084704,67.132937,0.119745,0.000375,0
23,Polygon,6,1150,CT,Hartford, ,C8,C,8434,"{ ""1a"" : ""Slightly rolling land."", ""3d"" : ""Fair Fair Fair"", ""3i"" : ""6M - 10M 1935 67% 5.5M - 15M 70 8.5M - 12M 67"", ""6"" : ""Hartford, Conn. Third C-8"", ""2a"" : ""Factory workers"", ""3k"" : ""6M - 9M Sacrifice Sacrifice"", ""3g"" : ""0 0 0"", ""4a"" : ""Limited"", ""4b""",10.150587,66.750632,0.172119,9.27676,22.318574,10.752319,63.162445,36.83757,0.167769,91.339706,8.660309,99.85345,0.146565,86.664389,0.21312,0.000294,1
24,Polygon,5,1151,CT,Hartford, ,C9,C,8440,"{ ""3c"" : ""20 20 20"", ""3m"" : ""37.5-65 35-95 27.5-50"", ""2b"" : ""1,500 and up"", ""3j"" : ""72 7.5M-11M 1937 4M-15M 72% 80 8M-11M"", ""33"" : ""20"", ""3h"" : ""10M-16M 11M-16M 5M-20M"", ""2d"" : ""1 Yes"", ""2a"" : ""Factory workers and clerks"", ""6"" : ""C-3 Third Hartford, Conn",24.234597,37.750502,0.393288,1.928235,54.702842,15.432112,60.183873,39.816121,0,92.715319,7.284674,98.923346,1.076647,51.480512,0.251018,0.000726,0
25,Polygon,3,1152,CT,Hartford, ,D1,D,8437,"{ ""3f"" : ""25% 35 25"", ""4b"" : ""None"", ""3g"" : ""0 0 0"", ""0"" : ""Hartford, Conn."", ""1e"" : ""Downward"", ""3e"" : ""93 95 95%"", ""33"" : ""20"", ""3h"" : ""5M-12M 7.5M-12M 10M-20M"", ""3c"" : ""Up to 70 Up to 70 Up to 70"", ""2a"" : ""Laborers and domestics"", ""2d"" : ""Yes 66"", ""3i",49.599738,13.886754,0.229867,18.09192,16.676215,23.346158,6.59545,93.404552,0,85.590913,14.409088,99.182625,0.817377,80.161244,0.097904,0.00015,0
26,Polygon,3,1153,CT,Hartford, ,D2,D,8438,"{ ""3i"" : ""50 50 5M-8M 1935 3M-4M 50% 4M-7M"", ""2d"" : ""0 No"", ""3a"" : ""5/6 rm sgls 3 family 2 family"", ""2c"" : ""100% Polish and Italian"", ""33"" : ""10"", ""3b"" : ""Brick Frame Brick"", ""3c"" : ""Up to 70 Up to 70 Up to 70"", ""32"" : ""15"", ""4b"" : ""None"", ""3d"" : ""Poor P",20.249954,37.947957,0.375792,1.601615,61.413554,33.384164,12.372564,87.627441,0,80.988661,19.011344,97.827103,2.172903,43.071651,0.068458,0.000108,0
27,Polygon,2,1154,CT,Hartford, ,D3,D,6419,"{ ""3h"" : ""3M-10M 7M-12M 8M-16M"", ""2g"" : ""  "", ""1c"" : ""Subject to floods in west and smoke and dirt from railroads in the east."", ""1e"" : ""Downward"", ""2d"" : ""0 No"", ""3p"" : ""12.5-25 10-20 12.5-25"", ""3g"" : ""0 0 0"", ""4b"" : ""None"", ""5"" : ""The three sections bo",27.313613,52.026914,0.415309,3.741956,44.224706,20.43059,40.444159,59.555844,2.05764,85.077858,14.922144,97.7578,2.242202,67.607059,0.13268,0.000198,0
28,Polygon,3,1155,CT,New Britain, ,A1,A,6201,"{ """" : """" }",11.492578,80.618104,0.023802,0.68831,12.560328,33.639749,47.826067,52.173926,0,90.555854,9.444139,99.997271,0.002723,89.450298,0.050366,0.000154,1
29,Polygon,3,1156,CT,New Britain, ,A7,A,6208,"{ """" : """" }",16.261465,63.487757,0.0046,0.353873,24.249894,7.692325,73.677484,26.322517,0,95.269952,4.730048,98.890243,1.109757,77.713328,0.121404,0.000301,0
30,Polygon,2,1157,CT,New Britain, ,B2,B,6207,"{ """" : """" }",13.922277,66.547642,0.004589,1.640358,48.275154,20.200628,46.926556,53.073439,0.606627,86.936146,13.06385,99.403934,0.596062,51.917255,0.082272,0.00033,0
31,Polygon,4,1158,CT,New Britain, ,B3,B,6202,"{ """" : """" }",11.492578,80.618104,0.023802,0.68831,12.560328,33.639749,47.826067,52.173926,0,90.555854,9.444139,99.997271,0.002723,89.450298,0.070969,0.000194,1
32,Polygon,2,1159,CT,New Britain, ,B6,B,6204,"{ """" : """" }",15.989494,68.50876,0,0.040339,47.625124,10.228108,48.911321,51.088681,1.667461,87.165031,12.834971,99.999993,0.000009,58.60423,0.071327,0.000238,1
33,Polygon,4,1160,CT,New Britain, ,B8,B,6209,"{ """" : """" }",16.261465,63.487757,0.0046,0.353873,24.249894,7.692325,73.677484,26.322517,0,95.269952,4.730048,98.890243,1.109757,77.713328,0.095466,0.00028,0
34,Polygon,7,1161,CT,New Britain, ,C4,C,6205,"{ """" : """" }",16.261465,63.487757,0.0046,0.353873,24.249894,7.692325,73.677484,26.322517,0,95.269952,4.730048,98.890243,1.109757,77.713328,0.122147,0.000286,0
35,Polygon,7,1162,CT,New Britain, ,C9,C,6203,"{ """" : """" }",11.492578,80.618104,0.023802,0.68831,12.560328,33.639749,47.826067,52.173926,0,90.555854,9.444139,99.997271,0.002723,89.450298,0.158409,0.000449,1
36,Polygon,3,1163,CT,New Britain, ,D5,D,6210,"{ """" : """" }",11.906622,64.066037,0.051709,2.373721,50.241939,29.665723,23.244302,76.755687,0,88.237837,11.762152,97.263457,2.736532,47.908472,0.052468,0.000146,0
37,Polygon,5,1164,CT,New Haven, ,A1,A,3569,"{ ""2"" : ""Hillside land sloping to the lake."", ""9a"" : ""Poor"", ""5e"" : ""None"", ""12a"" : ""Ample"", ""13"" : ""Stable"", ""10b"" : ""Singles $40-$50"", ""5g"" : "" Slowly"", ""12b"" : ""Ample"", ""5c"" : ""0 None"", ""1"" : ""First North Haven, Conn. A-1"", ""5f"" : ""None"", ""11b"" : ""12""",0.766862,93.415423,0,0.035568,5.976402,3.080112,83.737726,16.262269,0,85.167487,14.832508,99.999995,0,71.587151,0.024021,0.000033,1
38,Polygon,4,1165,CT,New Haven, ,A2,A,3568,"{ ""10b"" : """", ""5f"" : ""None"", ""15"" : ""See explanations October 15th 7"", ""9a"" : ""Almost none"", ""5a"" : ""Execs & professional"", ""1"" : ""First A-2 North Haven, Conn."", ""14"" : ""This is an exceptionally fine residential area containing nothing but large expensiv",0.766862,93.415423,0,0.035568,5.976402,3.080112,83.737726,16.262269,0,85.167487,14.832508,99.999995,0,71.587151,0.021156,0.000024,1
39,Polygon,6,1166,CT,New Haven, ,A3,A,3566,"{ ""13"" : ""Stable"", ""15"" : ""7 October 15th See explanation"", ""11a"" : ""Small singles"", ""10c"" : ""Good"", ""2"" : ""Hillside land sloping to the lake."", ""8a"" : ""65"", ""1"" : ""First Hamden, Conn. A-3"", ""9b"" : ""Singles $5M-$8M"", ""5e"" : ""None"", ""14"" : ""This is a very",0.766862,93.415423,0,0.035568,5.976402,3.080112,83.737726,16.262269,0,85.167487,14.832508,99.999995,0,71.587151,0.054801,0.000099,1
40,Polygon,4,1167,CT,New Haven, ,A4,A,3567,"{ ""6b"" : ""Frame, stone & brick"", ""1"" : ""First Hamden, Conn. A-4"", ""5a"" : ""Execs & professional"", ""6a"" : ""Large singles"", ""15"" : ""7 October 15th See explanations"", ""12b"" : ""Ample"", ""7"" : ""Not a rental area  Not a rental area $60M 35M 35M Not a rental area",0.766862,93.415423,0,0.035568,5.976402,3.080112,83.737726,16.262269,0,85.167487,14.832508,99.999995,0,71.587151,0.028079,0.000032,1
41,Polygon,1,1168,CT,New Haven, ,A5,A,3564,"{ ""5g"" : ""Slowly "", ""6a"" : ""Moderately sized singles"", ""9c"" : ""Fair"", ""5d"" : ""No 0"", ""2"" : ""High, rolling land."", ""10c"" : """", ""9b"" : ""Singles $8M-$10M"", ""5c"" : ""None 0"", ""8c"" : ""95"", ""9a"" : ""Fair"", ""10b"" : """", ""4"" : ""Somewhat unattractive outlook togethe",17.906648,64.583631,0.454484,7.091649,12.1768,9.379139,61.984418,38.015581,0,86.538024,13.461975,99.999999,0,86.689123,0.048184,0.000081,1
42,Polygon,6,1169,CT,New Haven, ,A6,A,3557,"{ ""5d"" : ""0 No"", ""6b"" : ""Brick & stone"", ""10c"" : ""Poor"", ""9b"" : ""Sacrifice prices only"", ""11a"" : """", ""8b"" : ""100"", ""9c"" : ""Almost none"", ""2"" : ""High ridgeland which is well wooded."", ""13"" : ""Stable"", ""10a"" : ""Poor"", ""6d"" : ""Excellent"", ""6c"" : ""Up to 20 y",53.738827,34.383585,0.013815,2.374991,20.873526,1.514383,61.630368,38.369638,0.16489,96.071485,3.92852,99.984046,0.015959,57.174987,0.03176,0.000061,1
43,Polygon,2,1170,CT,New Haven, ,A7,A,3546,"{ ""10c"" : ""Good"", ""8c"" : ""90"", ""5d"" : ""No 0"", ""14"" : ""This is a newer development. Most are modest single family homes of varied but pleasing architecture and located on quite small plots. There are a few two family houses as well as some quite large sin",22.570048,56.887277,0,14.180412,8.859769,4.309741,87.35151,12.648484,0,92.5256,7.474394,99.952187,0.047808,96.324182,0.026044,0.000038,1
44,Polygon,5,1171,CT,New Haven, ,A8,A,3556,"{ ""5d"" : ""No 0"", ""6c"" : ""Up to 30 years"", ""5b"" : ""10M and up"", ""11b"" : ""None"", ""10c"" : ""Poor"", ""2"" : ""Fairly high ridgeland which is well wooded."", ""5e"" : ""None"", ""5c"" : ""0 None"", ""6b"" : ""Brick & stone"", ""3"" : ""Attractiveness and convenience of location.",53.738827,34.383585,0.013815,2.374991,20.873526,1.514383,61.630368,38.369638,0.16489,96.071485,3.92852,99.984046,0.015959,57.174987,0.05996,0.000071,1
45,Polygon,3,1172,CT,New Haven, ,B1,B,3570,"{ ""12b"" : ""Limited"", ""9c"" : ""Poor"", ""6d"" : ""Good"", ""8a"" : ""40"", ""9b"" : ""Sgls $5M-$6M"", ""8c"" : ""90"", ""11b"" : ""None"", ""10b"" : ""Sgls $30-$40"", ""10c"" : ""Good"", ""7"" : "" $35  $5M-$6M   35 1937     5M-6M  1935  $30-$40 $5.5M 5.5M  30-40 "", ""5e"" : ""None"", ""6a"" :",0.766862,93.415423,0,0.035568,5.976402,3.080112,83.737726,16.262269,0,85.167487,14.832508,99.999995,0,71.587151,0.02604,0.000039,1
46,Polygon,2,1173,CT,New Haven, ,B10,B,3576,"{ ""8c"" : ""80"", ""3"" : ""Attractiveness of development and adjacence to small, shopping center."", ""11a"" : ""Small singles"", ""9b"" : ""Sgls $6M-$8M"", ""5f"" : ""None"", ""10b"" : ""Sgls $30-$50"", ""5e"" : ""None"", ""5d"" : ""No 0"", ""5c"" : ""None 0"", ""5b"" : ""2500"", ""5a"" : ""Sc",5.161531,73.155904,0,1.141411,31.42022,11.827492,55.250243,44.749752,0,78.110625,21.88937,98.927763,1.072233,89.583592,0.04714,0.000132,0
47,Polygon,2,1174,CT,New Haven, ,B2,B,3555,"{ ""8c"" : ""85"", ""9c"" : ""Poor"", ""4"" : ""Distance from center of city."", ""8a"" : ""85"", ""14"" : ""This is a section of small homes ranging from bungalows to two story dwellings built quite closely together. Pride of ownership is in evidence. Rental demand in thi",2.393797,92.053787,0,1.154229,4.830303,2.168931,92.755806,7.24419,0,96.119327,3.88067,99.999996,0,80.353415,0.040469,0.000061,1
48,Polygon,3,1175,CT,New Haven, ,B3,B,3554,"{ ""8b"" : ""97"", ""2"" : ""Land sloping downward from the south and becoming flat."", ""10c"" : ""Good"", ""5e"" : ""None"", ""3"" : ""Attractive and new development."", ""8a"" : ""50"", ""6c"" : ""Up to 15 years"", ""4"" : ""Distance from center of city."", ""5f"" : ""None"", ""12a"" : ""A",53.738827,34.383585,0.013815,2.374991,20.873526,1.514383,61.630368,38.369638,0.16489,96.071485,3.92852,99.984046,0.015959,57.174987,0.07443,0.00014,1
49,Polygon,4,1176,CT,New Haven, ,B4,B,3545,"{ ""4"" : ""None, save distance form center of city."", ""6a"" : ""Singles and a few doubles & triples"", ""2"" : ""Flat land with shaded streets."", ""5b"" : ""6M and up"", ""5f"" : ""None"", ""10c"" : ""Fair"", ""14"" : ""This is a slightly older section of the city containing f",22.570048,56.887277,0,14.180412,8.859769,4.309741,87.35151,12.648484,0,92.5256,7.474394,99.952187,0.047808,96.324182,0.07548,0.000169,1
50,Polygon,3,1177,CT,New Haven, ,B5,B,3549,"{ ""1"" : ""New Haven, Conn. B-5 Second"", ""8a"" : ""75"", ""5g"" : "" Slowly"", ""4"" : ""Type of inhabitants."", ""5b"" : ""5000"", ""6b"" : ""Brick, stucco & frame"", ""9c"" : ""Almost none"", ""9b"" : ""Sacrifice prices"", ""6d"" : ""Excellent"", ""9a"" : ""Almost none"", ""10c"" : ""Poor"",",59.049401,18.164312,0.002423,0.008566,20.651151,15.918353,56.432345,43.567666,0,98.834804,1.165208,99.995921,0.004091,85.335658,0.034313,0.000065,1
51,Polygon,4,1178,CT,New Haven, ,B6,B,3558,"{ ""5c"" : ""None 0"", ""2"" : ""Low land rising slightly to the north and with tree lined streets."", ""10a"" : ""Fair"", ""5f"" : ""None"", ""1"" : ""Second New Haven, Conn. B-6"", ""5g"" : "" "", ""12b"" : ""Limited"", ""11a"" : """", ""5d"" : ""0 No"", ""10b"" : ""Singles & units @ $50-$7",53.738827,34.383585,0.013815,2.374991,20.873526,1.514383,61.630368,38.369638,0.16489,96.071485,3.92852,99.984046,0.015959,57.174987,0.038208,0.00005,1
52,Polygon,3,1179,CT,New Haven, ,B7,B,3577,"{ ""8b"" : ""95"", ""7"" : ""47.5 1929 10M 10M 1935 $7.5M-$25M 5M-15M 60% 100 35-60 65% 60% 70% $75 1929 30-60 100 $45-$100 1937 5M-15M 50 $16M"", ""10c"" : ""Fair"", ""9c"" : ""Poor"", ""5a"" : ""Minor executive and white collar"", ""1"" : ""B-7 New Haven, Conn. Second"", ""9a""",4.697598,81.272025,0,4.256334,23.575577,3.269453,78.253441,21.746563,0,90.510182,9.489822,100.000004,0,63.896016,0.057251,0.000114,1
53,Polygon,6,1180,CT,New Haven, ,B8,B,3537,"{ ""5d"" : ""No 0"", ""2"" : ""Low, flat land with shaded streets."", ""5e"" : ""None"", ""9b"" : ""Singles $6M-$9M"", ""6b"" : ""Frame"", ""3"" : ""Convenient to central shopping center and waterfront."", ""6c"" : ""30 years"", ""14"" : ""This is, generally, an older residential sect",20.263794,60.521917,0.880893,0.767547,32.410134,16.065526,32.966342,67.033659,0,88.506492,11.493509,98.819106,1.180895,81.882038,0.054162,0.000168,0
