OBJECTID *,Shape *,Join_Count,TARGET_FID,state,city,name,holc_id,holc_grade,neighborho,area_descr,Black Population %,White Population %,Indigenous American %,Asian Population %,Hispanic or Latino Population %,% Below Poverty Line ,% Housing Units Owned,% Housing Units Rented,% Mobile Homes,% 1970-1979 or older,% 1980-1989 or newer,% With Complete Plumbing,% With Incomplete Plumbing,% Foreign Born,Shape_Length,Shape_Area,Indicator for Plumbing
11,Polygon,6,10,AL,Birmingham,White dairy section (outside city limits),B16,B,205,"{ ""1d"" : ""2"", ""1e"" : ""Static"", ""3f"" : ""50 N/A N/A"", ""3o"" : ""N/A N/A 10-17.50 1938 N/A N/A N/A"", ""3n"" : ""N/A N/A N/A 1936 N/A 10-17.50 N/A"", ""2g"" : ""N/A N/A Yes"", ""3c"" : ""1-40 N/A N/A"", ""2c"" : ""None N/A"", ""2a"" : ""N/A"", ""3m"" : ""N/A N/A No rentals"", ""3d"" :",0.352055,98.527653,0.128494,0.741332,0.289672,8.470618,96.058154,3.941842,0.991895,79.899991,20.100005,99.626153,0.373844,69.030209,0.01966,0.000013,0
12,Polygon,6,11,AL,Birmingham,Forrest Park,B2,B,191,"{ ""33"" : ""2"", ""1c"" : ""Practicaly none"", ""3q"" : ""Good  No rentals Good "", ""3k"" : ""Fair Fair Fair"", ""3o"" : ""60-100 No rentals 80 80 1938 40-60 N/A"", ""3g"" : ""None None 2 ($8500-15000)"", ""1e"" : ""Static"", ""3p"" : ""Good  No rentals Good "", ""3j"" : ""8500-15000 85",3.679787,90.55424,0.001801,3.66688,1.92387,6.441976,63.62713,36.372871,0.102075,66.735136,33.264865,98.066018,1.933983,77.801814,0.081154,0.000187,0
13,Polygon,3,12,AL,Birmingham,First Addition to South Highlands,B3,B,195,"{ ""2d"" : ""None N/A"", ""4b"" : ""Ample"", ""3h"" : ""8000-12000 None 6500-10000"", ""3l"" : ""Poor Good Fair"", ""3e"" : ""95 90 90"", ""3c"" : ""1 15 15"", ""3p"" : ""Fair No rentals Fair"", ""3o"" : ""1938 35-50 85 50-75 80 No rentals N/A"", ""3a"" : ""1 story singles 2 story singles",3.679787,90.55424,0.001801,3.66688,1.92387,6.441976,63.62713,36.372871,0.102075,66.735136,33.264865,98.066018,1.933983,77.801814,0.040053,0.000048,0
14,Polygon,2,13,AL,Birmingham,Lakeview Park (outside city limits),B4,B,243,"{ ""3q"" : ""N/A Fair Fair"", ""33"" : ""N/A"", ""4b"" : ""Limited on a restricted basis"", ""3h"" : ""9000-11000 N/A 7000-9500"", ""3i"" : ""73 1936 6500-8000 N/A 71 N/A 5500-6500"", ""5"" : ""Two apartment buildings in this area with units renting from $25-60 per month. Abou",25.864545,71.199595,0.00551,1.188831,4.487876,7.52651,44.367556,55.632438,0,75.931784,24.06821,99.996553,0.003441,83.422896,0.042811,0.000049,1
15,Polygon,7,14,AL,Birmingham,"Highland Avenue, Milner Heights, and Milner Crescent",B5,B,192,"{ ""2g"" : ""N/A Yes N/A"", ""3m"" : ""50-90* N/A 40-65"", ""1d"" : ""90"", ""4b"" : ""Ample on restricted basis"", ""1e"" : ""Static for next few years, then slowly downward"", ""33"" : ""5"", ""3g"" : ""None None N/A"", ""3d"" : ""Fair to poor N/A Fair to poor"", ""2f"" : ""None"", ""2c""",3.679787,90.55424,0.001801,3.66688,1.92387,6.441976,63.62713,36.372871,0.102075,66.735136,33.264865,98.066018,1.933983,77.801814,0.080076,0.000132,0
16,Polygon,2,15,AL,Birmingham,"Bush Hills, Ridgewood Park, Owenton-Ensley Highlands, Virginia Heights, and Highland Lake Company Surveys",B6,B,221,"{ ""2b"" : ""2000-15000"", ""3o"" : ""N/A 75 N/A 1938 42.50-55 72 50-60"", ""3c"" : ""10 1 10"", ""3b"" : ""Brick veneer Brick veneer Brick veneer"", ""1e"" : ""Slightly upward"", ""2f"" : ""None"", ""3q"" : ""Good N/A Good"", ""3k"" : ""Poor Fair Fair to poor"", ""3p"" : ""N/A Good Good""",93.976285,5.312704,0,0.074929,1.105467,27.334446,73.054456,26.945543,0.05183,94.206048,5.793952,97.661572,2.338427,22.299585,0.059177,0.000106,0
17,Polygon,4,16,AL,Birmingham,Arlington,B7,B,229,"{ ""3e"" : ""N/A 95 95"", ""3i"" : ""70 N/A 4250-8500 8500-10500 1936 78 N/A"", ""3d"" : ""Good Good N/A"", ""4b"" : ""Ample on conservative basis"", ""4a"" : ""Ample on conservative basis"", ""2g"" : ""Yes N/A N/A"", ""3j"" : ""N/A 1938 4250-8500 70 N/A 8500-10500 78"", ""1c"" : ""Ma",89.584024,9.643845,0,0,0.098532,10.919422,38.446735,61.553263,0,99.749145,0.250853,77.923924,22.076074,0.924411,0.018872,0.000022,0
18,Polygon,3,17,AL,Birmingham,"Belview Heights, Central Park Highlands",B8,B,226,"{ ""2b"" : ""2000-7500"", ""4b"" : ""Ample of conservative basis"", ""3b"" : ""Brick veneer Brick veneer Brick veneer"", ""3m"" : ""50-60 50-60 N/A"", ""3l"" : ""Fair N/A Fair"", ""5"" : ""Both sales and rental prices in 1929 were off from 15% to 20% of the 1926-28 peak, durin",94.140076,3.516193,0,0,1.856071,35.398983,44.146592,55.853399,1.91783,94.239226,5.760765,96.378102,3.621889,21.030262,0.027343,0.00004,0
19,Polygon,2,18,AL,Birmingham,Howard College Estates,B9,B,186,"{ ""3b"" : ""Brick veneer N/A Brick veneer"", ""1d"" : ""40"", ""33"" : ""N/A"", ""3a"" : ""1-2 story singles N/A 1 story single"", ""1e"" : ""Slightly upward"", ""3d"" : ""Excellent N/A Good"", ""4a"" : ""Limited on conservative basis."", ""3h"" : ""7500-12500 N/A None"", ""2a"" : ""Busi",68.515209,26.378325,0,0,6.60537,34.354537,40.587479,59.412527,0.920818,92.571437,7.428569,96.107907,3.892099,99.966544,0.021016,0.000017,0
20,Polygon,2,19,AL,Birmingham,"Norwood, Druid Hill, Walnut Hill",C1,C,214,"{ ""4a"" : ""Limited on conservative basis"", ""2g"" : ""N/A N/A Yes"", ""32"" : ""25"", ""1a"" : ""Rolling to hilly"", ""6"" : ""1 Norwood, Druid Hill, Walnut Hill C"", ""3d"" : ""Fair Fair N/A"", ""3n"" : ""N/A 65 25-40 1936 N/A 56 25-40"", ""1b"" : ""Proximity to center of city, sc",83.581,14.466362,0,0.164095,2.565109,38.139725,68.364128,31.635872,0,94.528433,5.471567,97.562868,2.437132,62.012902,0.072212,0.000119,0
21,Polygon,4,20,AL,Birmingham,Avondale and Avonwood,C10,C,190,"{ ""3a"" : ""1 story singles N/A 2 story singles"", ""3c"" : ""N/A 20 25"", ""3d"" : ""N/A Fair to poor Fair to poor"", ""3e"" : ""90 90 N/A"", ""3p"" : ""Fair Fair N/A"", ""3q"" : ""N/A Fair Fair"", ""3n"" : ""15-35 12.50-30 1936 N/a 59 N/A 65"", ""3m"" : ""25-45 25-50 N/A"", ""3l"" : """,6.640223,90.355019,0,1.161335,2.48414,5.653583,74.290281,25.70972,0,87.38544,12.614561,98.319207,1.680794,53.195874,0.076971,0.00009,0
22,Polygon,8,21,AL,Birmingham,"South side (west of 20th St.) Glen Iris, Idlewild, Glenwild",C11,C,200,"{ ""3i"" : ""1936 2500-7000 3500-10000 N/A 73 77 N/A"", ""3e"" : ""100 90 90"", ""3l"" : ""N/A Fair None"", ""4a"" : ""Very limited"", ""3o"" : ""78 1938 65 35-65 20-45 27.50-50 78"", ""1a"" : ""Level to rolling and mountainous"", ""3f"" : ""40 0 25"", ""2a"" : ""Business men, clerica",3.679787,90.55424,0.001801,3.66688,1.92387,6.441976,63.62713,36.372871,0.102075,66.735136,33.264865,98.066018,1.933983,77.801814,0.070675,0.000228,0
23,Polygon,3,22,AL,Birmingham,"Edgemont section of Homewood, Ala. (an incorporated community)",C12,C,242,"{ ""3f"" : ""N/A 30 N/A"", ""3h"" : ""N/A N/A 2750-5250"", ""3i"" : ""1750-3000 1936 N/A N/A 61 N/A N/A"", ""2a"" : ""Business men and clerical workers"", ""4a"" : ""Limited*"", ""2b"" : ""1800-4000"", ""3m"" : ""N/A 30-50 N/A"", ""3e"" : ""N/A 95 N/A"", ""3d"" : ""N/A N/A Fair to poor"",",4.871017,90.925835,0.134841,1.642226,1.750508,6.013846,80.616254,19.383735,0,70.962629,29.037361,99.99462,0.00537,71.105036,0.078562,0.000162,1
24,Polygon,3,23,AL,Birmingham,Northeastern portion of Homewood (an incorporated community),C13,C,199,"{ ""2b"" : ""900-2000"", ""6"" : ""13 Northeastern portion of Homewood (an incorporated community) C"", ""5"" : ""Both sales and rental prices in 1929 were off about 20% from 1926-28 peak. Locations of property in this area justifies policy of selling rather than h",4.871017,90.925835,0.134841,1.642226,1.750508,6.013846,80.616254,19.383735,0,70.962629,29.037361,99.99462,0.00537,71.105036,0.035956,0.00004,1
25,Polygon,6,24,AL,Birmingham,Outlying portions of Ensley Highlands from Ensley Ave. northeast to McLendon Park including Fairview,C14,C,220,"{ ""3p"" : ""N/A Good Good"", ""3o"" : ""71 71 N/A 1938 N/A 22.50-40 22.50-40"", ""3j"" : ""77 1938 2000-6000 75 4000-7500 N/A N/A"", ""3a"" : ""1 story singles 2 story singles Apartment houses"", ""5"" : ""Both sales and rental prices in 1929 were off from 15% to 20% of t",93.976285,5.312704,0,0.074929,1.105467,27.334446,73.054456,26.945543,0.05183,94.206048,5.793952,97.661572,2.338427,22.299585,0.140707,0.000213,0
26,Polygon,7,25,AL,Birmingham,Birmingham - Ensley survey and Central Park south of Warrior Rd.,C15,C,225,"{ ""4a"" : ""Limited on conservative basis"", ""1c"" : ""Number of poorly constructed houses scattered throughout area. Lack of paving in portion of area. Smoke and dirt from nearby industrial plants."", ""1d"" : ""60"", ""2g"" : ""N/A Slowly N/A"", ""2f"" : ""A few"", ""1e""",94.140076,3.516193,0,0,1.856071,35.398983,44.146592,55.853399,1.91783,94.239226,5.760765,96.378102,3.621889,21.030262,0.119644,0.000303,0
27,Polygon,4,26,AL,Birmingham,Better residential section of Ensley and residential area around school in Fairfield (outside of city limits),C16,C,224,"{ ""5"" : ""Both sales and rental prices in 1929 were off from 15% to 20% of the 1926-28 peak. Location of property within area justifies policy of selling rather than holding for possible price increase. Ensley portion of this area was one of the most stab",94.140076,3.516193,0,0,1.856071,35.398983,44.146592,55.853399,1.91783,94.239226,5.760765,96.378102,3.621889,21.030262,0.095713,0.000146,0
28,Polygon,2,27,AL,Birmingham,Interurban Heights & Forest Hills (outside of both Fairfield and Birmingham city limits),C17,C,235,"{ ""1c"" : ""Near industrial plants. Negro property in area. Instability of industrial workers income."", ""6"" : ""Interurban Heights & Forest Hills (outside of both Fairfield and Birmingham city limits) 17 C"", ""5"" : ""This is low grade C area and is almost a D",93.437516,3.156475,0,0,0.722942,28.073263,62.201952,37.798047,5.268219,80.047235,19.952764,92.702024,7.297974,35.750356,0.045115,0.000106,0
29,Polygon,1,28,AL,Birmingham,Midfield (outside of city limits of both Fairfield and Birmingham),C18,C,234,"{ ""3f"" : ""50 N/A N/A"", ""1d"" : ""2"", ""2c"" : ""None N/A"", ""3k"" : ""N/A Poor N/A"", ""3b"" : ""N/A N/A Frame"", ""3o"" : ""1938 N/A N/A N/A N/A N/A 15-20"", ""32"" : ""N/A"", ""3c"" : ""12 N/A N/A"", ""3d"" : ""N/A N/A Fair"", ""5"" : ""About 20 houses in this area."", ""3j"" : ""N/A N/A",90.986688,5.482047,0,0.152974,0.648759,25.623179,54.010528,45.989479,1.775043,88.148564,11.851444,93.541057,6.458951,90.565563,0.035683,0.000064,0
30,Polygon,2,29,AL,Birmingham,West end Highlands and Springfield (outside city limits),C19,C,232,"{ ""3m"" : ""No rentals N/A N/A"", ""4b"" : ""Practically none"", ""2f"" : ""None"", ""3n"" : ""N/A N/A 1936 7.50-50 N/A N/A N/A"", ""3h"" : ""3250-7500 N/A N/A"", ""3d"" : ""N/A Fair N/A"", ""2g"" : ""N/A Yes N/A"", ""2b"" : ""900-1500"", ""31"" : ""100"", ""3c"" : ""12 N/A N/A"", ""1c"" : ""Ina",98.33773,1.662268,0,0,0,20.223929,62.311848,37.68815,0,84.09484,15.905158,94.718117,5.281881,0,0.042923,0.000069,0
31,Polygon,4,30,AL,Birmingham,West End and Oakwood Place,C2,C,230,"{ ""3f"" : ""N/A 35 40"", ""2f"" : ""None"", ""31"" : ""80"", ""32"" : ""15"", ""1c"" : ""Encroachment of business and apartments. Restrictions expiring. Heavy traffic, smoke and noise, railroads on each side of area. Hospital in area. Much of area filled-in land, hence da",89.584024,9.643845,0,0,0.098532,10.919422,38.446735,61.553263,0,99.749145,0.250853,77.923924,22.076074,0.924411,0.09586,0.000212,0
32,Polygon,6,31,AL,Birmingham,"Crestline Heights, Overlook, McElwain (all outside of city limits)",C20,C,204,"{ ""2d"" : ""None N/A"", ""2e"" : ""None"", ""3g"" : ""N/A None 5 ($2500-3500)"", ""3n"" : ""N/A N/A No rentals N/A 62 15-22.50 1936"", ""3b"" : ""Frame Frame Frame"", ""3i"" : ""N/A N/A N/A No sales 1936 1750-2750 74"", ""2c"" : ""None N/A"", ""3c"" : ""7-15 1 N/A"", ""1a"" : ""Level to",3.679787,90.55424,0.001801,3.66688,1.92387,6.441976,63.62713,36.372871,0.102075,66.735136,33.264865,98.066018,1.933983,77.801814,0.076789,0.000263,0
33,Polygon,5,32,AL,Birmingham,Eastern section of Woodlawn and East Lake and Lakewood Park,C3,C,185,"{ ""3g"" : ""N/A None None"", ""2c"" : ""Italians, Russians, and Greeks 2"", ""3o"" : ""20-35 75 N/A 75 25-40 N/a 1938"", ""3n"" : ""1936 N/A 20-35 60 64 15-30 N/A"", ""3m"" : ""25-50 N/A 35-50"", ""4a"" : ""Very limited"", ""3l"" : ""Fair N/A Poor"", ""3k"" : ""N/A Poor Fair"", ""5"" :",42.490794,50.513045,0,0.924283,5.007323,25.325294,66.853544,33.146455,0.37263,90.146242,9.853757,98.472727,1.527273,54.890455,0.199674,0.000684,0
34,Polygon,3,33,AL,Birmingham,Better portion of Ensley Highlands,C4,C,223,"{ ""32"" : ""25"", ""3k"" : ""N/A Fair Fair"", ""3l"" : ""Poor Poor N/A"", ""3m"" : ""50-70 N/A 45-65"", ""3d"" : ""Good N/A Good"", ""3c"" : ""12 12 N/A"", ""3n"" : ""1936 75 N/A N/A 67 32.50-50 35-45"", ""3b"" : ""Frame N/a Frame"", ""3o"" : ""1938 N/A 75 N/A 32.50-50 67 35-45"", ""2g"" :",89.070375,6.614051,0.282592,0.468074,3.878406,24.431142,53.296293,46.703702,0.462884,89.085561,10.914434,96.359788,3.640206,38.726821,0.028894,0.000033,0
35,Polygon,4,34,AL,Birmingham,Outlying portion of College Hills,C5,C,218,"{ ""1d"" : ""90"", ""3d"" : ""Fair NA Fair"", ""31"" : ""80"", ""2g"" : ""Yes N/A N/A"", ""3b"" : ""N/A Frame Frame"", ""3a"" : ""1 story singles Apartment houses 2 story singles"", ""2a"" : ""Business men, clerical and steel workers"", ""3i"" : ""1936 N/A 77 N/A 2500-5000 3000-6000 7",92.450932,5.53278,0,0.007036,1.941217,13.898266,58.708863,41.291143,0,99.865923,0.134083,94.110296,5.88971,29.237904,0.068285,0.000071,0
36,Polygon,4,35,AL,Birmingham,Outlying portion of Woodlawn Highlands,C6,C,188,"{ ""5"" : ""Both sales and rental prices in 1929 were off about 20% from 1926-28 peak. Location of property within this are justifies policy of selling rather than holding for possible price increase."", ""2g"" : ""N/A N/A Yes"", ""3b"" : ""N/A N/A Frame"", ""3c"" : """,1.496422,90.566038,0,6.571243,4.359141,2.208202,87.85489,12.14511,1.699717,88.385269,11.614731,96.600567,3.399433,36.842105,0.068607,0.000102,0
37,Polygon,2,36,AL,Birmingham,"Best portion of Inglenook, Boyles, and Tarrant City (Latter two are separate municipalities) Both outside city limits",C7,C,184,"{ ""2b"" : ""1500-3000"", ""1a"" : ""Level to rolling and hilly"", ""2d"" : ""None N/A"", ""4b"" : ""Practically none"", ""3c"" : ""N/A 20 N/A"", ""2a"" : ""Skilled mechanics, clerical and factory workers"", ""3e"" : ""N/A N/A 85"", ""2g"" : ""N/A Yes N/A"", ""1c"" : ""Encroachment of bus",61.275031,25.409426,1.118462,0.49192,10.391908,31.099907,43.758551,56.241456,0.229339,79.406757,20.593251,95.350818,4.64919,49.235947,0.084645,0.000172,0
38,Polygon,4,37,AL,Birmingham,North Birmingham,C8,C,212,"{ ""4b"" : ""Limited on conservative basis"", ""3i"" : ""N/A N/A 69 N/A N/A 1936 1750-3500"", ""3q"" : ""N/A Fair N/A"", ""3j"" : ""69 1750-3500 N/A N/A N/A N/A 1938"", ""3a"" : ""2 story singles 1 story singles N/A"", ""1d"" : ""60"", ""3p"" : ""N/A Good to fair N/A"", ""2d"" : ""Non",96.381074,3.618929,0,0,0,32.6611,61.808442,38.191561,0,91.88773,8.112273,96.993767,3.006236,0,0.072097,0.000078,0
39,Polygon,5,38,AL,Birmingham,"Highland Avenue, east of Twentieth Street",C9,C,196,"{ ""3b"" : ""Brick and hollow tile Frame Frame"", ""2e"" : ""See 10c above"", ""33"" : ""15"", ""2f"" : ""None"", ""1a"" : ""Rolling"", ""3a"" : ""Apartments 1 story singels 2 story singles"", ""2a"" : ""Mixture business men, professional men and clerical workers"", ""2g"" : ""Yes N/A",10.432911,84.144557,0,2.904748,3.166152,13.445782,42.200987,57.79902,0.094135,74.089439,25.910569,98.239452,1.760556,80.912867,0.058175,0.000102,0
40,Polygon,5,39,AL,Birmingham,"Outlying portions of Norwood, North Birmingham and Fountain Heights",D1,D,213,"{ ""3i"" : ""1936 1000-3500 65 N/A 2000-3500 59 N/A"", ""1c"" : ""Restrictions expiring. Encroachment of apartments and business. Smoke, dust and obnoxious odors from city, stockyards, slaughter houses, and industrial plants. Heavy traffic. Difficulty of rental",83.581,14.466362,0,0.164095,2.565109,38.139725,68.364128,31.635872,0,94.528433,5.471567,97.562868,2.437132,62.012902,0.367474,0.0009,0
41,Polygon,1,40,AL,Birmingham,"Irondale, Alabama (an incorporated community outside city limits of Birmingham)",D10,D,208,"{ ""2b"" : ""300-1500"", ""3g"" : ""N/A None N/A"", ""3q"" : ""N/A Fair N/A"", ""2d"" : ""Yes 5"", ""33"" : ""N/A"", ""3f"" : ""N/A 20 N/A"", ""1e"" : ""Static"", ""3p"" : ""Fair N/A N/A"", ""3o"" : ""N/A 66 N/A N/A 5-22.50 1938 N/A"", ""6"" : ""Irondale, Alabama (an incorporated community ou",30.833071,64.232468,2.118578,0.003749,2.953278,2.789371,80.490809,19.509188,4.606199,76.009311,23.990686,91.473566,8.526431,90.866372,0.056707,0.000169,0
42,Polygon,1,41,AL,Birmingham,Springdale (outside city limits),D11,D,207,"{ ""3l"" : ""N/A N/A N/A"", ""33"" : ""N/A"", ""2g"" : ""N/A N/A N/A"", ""1a"" : ""Rolling"", ""3e"" : ""N/A N/A N/A"", ""2e"" : ""N/A"", ""4a"" : ""N/A"", ""6"" : ""Springdale (outside city limits) D 11"", ""3a"" : ""N/A N/A N/A"", ""3p"" : ""N/A N/A N/A"", ""1d"" : ""0.5"", ""3c"" : ""N/A N/A N/A"",",5.664469,94.320027,0,0.000948,0.029069,4.105942,34.825832,65.174171,0.007036,79.978182,20.021822,84.386998,15.613005,0.265712,0.02794,0.000046,0
43,Polygon,1,42,AL,Birmingham,East Irondale Heights (outside city limits),D12,D,209,"{ ""1e"" : ""Downward"", ""1c"" : ""N/A"", ""1b"" : ""N/A"", ""4b"" : ""N/A"", ""4a"" : ""N/A"", ""3q"" : ""N/A N/A N/A"", ""3p"" : ""N/A N/A N/A"", ""3o"" : ""N/A 1938 5-10 N/A N/A N/A N/A"", ""5"" : ""About 20 houses in area. This is isolated coal mining community with practically no ut",49.470327,48.972741,0,0.587194,4.608831,5.386673,88.192178,11.80782,4.196725,32.865992,67.134007,99.999999,0,39.359785,0.036182,0.000081,1
44,Polygon,2,43,AL,Birmingham,Roebuck Highlands (outside city limits),D13,D,180,"{ ""2e"" : ""A few"", ""2d"" : ""None None"", ""2c"" : ""None N/A"", ""2b"" : ""N/A"", ""31"" : ""100"", ""2a"" : ""N/A"", ""1e"" : ""Downward"", ""1d"" : ""0.5"", ""1c"" : ""N/A"", ""6"" : ""D Roebuck Highlands (outside city limits) 13"", ""1b"" : ""N/A"", ""5"" : ""About 12 houses in this area"", ""4",84.117345,13.141344,0.20645,0.086457,5.185513,13.64014,78.953132,21.046862,0.493281,73.078565,26.921429,97.851486,2.148508,64.889084,0.069663,0.000276,0
45,Polygon,5,44,AL,Birmingham,Zion City & College Highlands (outside city),D14,D,181,"{ ""1b"" : ""N/A"", ""4b"" : ""N/A"", ""4a"" : ""N/A"", ""3q"" : ""N/A N/A N/A"", ""3p"" : ""N/A N/A N/A"", ""3o"" : ""N/A N/A N/A N/A 1938 6-13.50 N/A"", ""3n"" : ""N/A N/A N/A N/A N/A N/A N/A"", ""3m"" : ""N/A N/A N/A"", ""3l"" : ""N/A N/A N/A"", ""3k"" : ""N/A N/A N/A"", ""3j"" : ""N/A N/A 193",71.555998,24.017377,0.127572,0.175411,7.316618,36.456281,38.529386,61.470629,0.697519,88.578607,11.421408,91.073527,8.926488,80.16761,0.103357,0.000418,0
